Author,Title,Review,Rating,Dates,Restaurant
"652manjitKuala Lumpur, Malaysia",Average,"Overall i would say the food was average.The view of KL however was breathtaking. We had several issues where salmon was not available for sashimi which was strange. Also, when you order sashimi, you have to pay for wasabi separately. We asked to see the manager and he never came. The serving staff were foreigners and did not know much about the dishes.",3,2024-03-09,Japas By Jeff Ramsey
"650melaniecDubai, United Arab Emirates",Great food in a home setting,"My parents were visiting KL and I wanted to take them somewhere for some authentic Malaysian cooking. All of the fantastic reviews about Shamini were spot on - we were made to feel most welcome in her home and treated to some scrumptious food! We started off with fresh fruits, then a starter and a thali-style main, with sago for dessert - something completely different for my parents to try. It was such a lovely experience eating in Shamini's home, made all the more enjoyable by her two very cute children! My dad will be back for the cookery course next year! ",5,2015-12-26,Sham's Cooked With Love
Wolv3rin3,Roast Duck Favourite wrap ,"A good place for roast duck, crispy skin and love the scallions cucumber wraps for the duck, especially the duck skin.
They do claypot yong Tau Foo, soya chicken which we liked too.",4,2018-11-04,Village Roast Duck
"Tayab EOslo, Norway",Confusing,"Today we went to this place with big hopes but must say i was dissapointed by the system. We asked 3 people as to how we should go about the process of ordering food no help. Finally we decided to just go order food on our own. This was not easy as the tempo was toooo high and the waiters didnt have time to listen to the orders.Nonetheless, the food was remarkably good, a real culinary experience, and i will definitely come again. A huge variety of delicious food, 24 hrs open...............just needs a little bit of better info for us European first comers.",3,2019-08-09,Nasi Kandar Pelita
Bruce B,Dinner and drinks,"Great fun place. Good food choices.
Friendly staff, boys and girls.
Steaks (medium rare) were soooo tasty I had to go back.
See you again soon.
Thank you
B",5,2017-08-30,The Rabbit Hole
Londonnatalie91,Amazing restaurant in a beautiful,"Amazing restaurant in a beautiful location where you can see KLCC tower.
We loved the cocktails and the food and the staff were very friendly and knowledgable. Im looking forward to going back again.",5,2020-08-02,Manja
srijithr2022,Good authentic food and veg restaurant,Good food...nice music....and a tummy full...what more one would can ask...though the buffet is standard set...but the food is good and the staff were very courteous....unlike some other upscale restaurants where the attitude isnt great,4,2022-08-22,Annalakshmi
goofy1008,Simply Marvellous,"I come again......another comeback to this restaurant since last month with friends and colleagues.

Good n fresh ingredients.",5,2016-10-01,Yezi Steamboat
"hongkongmacHong Kong, China",Buffet Jan 1st 2018,"The Mill had attentive service and a great choice of food in the buffet. The seafood selection was great, especially the fresh oysters. The atmosphere is relaxed and it was a great brunch!",4,2018-01-03,The Mill Cafe
Skyhigh37,Nice family restaurant,"Burgers are their main thing. I would recommend the Classic Beef Burger with Cheese and Sloppy Joe! Price is on the high side though.

The restaurant is suitable for family dining (and yeah, kid friendly too)!

Worth a try ",4,2018-02-07,The Daily Grind
Mitchell_Lim,Deli-cious!,"I've got a little mixed review but overall experience was still pretty good!Having lived in the UK for many years, deli/butcher-styled joint is rather close to my heart.The most applaudable element for this restaurant is the freshness of its sausages & meat. Not easy to find in KL/PJ.  Plenty of varieties to choose from & I'd say, it takes at least 3 visits to sample all they have to offer.Sausages (various)• Freshness: 10/10• Authenticity: 4/10• Overall flavour: 7/10• Seasoning: Level of salt needs to be reduced by at least 30% across the boardMarinated cut (i.e. Pork belly)• Freahness: 10/10• Overall flavour: 9/10• Seasoning: Level of salt needs to be reduced by at least 20% across the board• Dipping sauce: Very tasty brown sauce but the overpowering white pepper sauce drowns every flavour any meat has to offer.Salad• Freshness: 10/10• Dressing: Honey balsamic vinegrette 3/10• Seasoning: Under seasoned, poor oil:acid:sweetness ratio & poorly executed emulsification.Jacket potato• Freshness: 8/10• Topping: Bacon wasn't crispy, sour cream lack acid & tartness, missing herb butter to perfume & under seasoned.Big thumbs up they serve grained mustard as opposed to American mustard Generally, service was quite quick once seated & order placed. Waiters asked whether ice was required with bottled drinks, opening & pouring them & checking whether one prefers to drink beer directly from bottle or glass. Great effort!The bit on poor experience (while making payment)...was how the lady boss displayed lack of tact & poor attitude in responding to a staff's enquiry. Undesirable employee experience that translated into uneasy feeling for customers.",4,2017-10-06,Anne Elizabeth The Deli Restaurant
Ahmed A,Delicious Arabic foods ...,"Delicious Arabic food , done professionally and well presented to all guests from all around the world ... really it is good ...",4,2017-09-06,Al-Amar
amyrhzwn,Excellent ,Excellent services and very delicious dishes! Love cham very much  Hope to come here again after this,5,2021-03-28,"Ali, Muthu & Ah Hock"
Joellau641,Second Visit,We went to emily’s steakhouse penang few months ago & today we went to the KL branch. Surprisingly their steak & other food quality are same as what we having in penang. Satisfied what we having british steak in KL. Good Job Emily’s & the team!,5,2019-09-16,Emily's Steakhouse Kuala Lumpur
FreeNEasyTraveller,Saturday seafood dinner buffet ,"Was surprised to have such variety of seafood. Different types and sizes of clams, oysters, yabbies, slipper prawns, prawns, and crabs. Very impressive. 

Service was good.",4,2016-11-07,Gobo Chit Chat
TrailBlazer713293,Good place at Bangsar,We had a good time and food. Very friendly and  attentive staff. Top notch hospitality and services. Highly recommended,4,2019-12-13,Antipodean Bangsar
GogogoC,Marvellous cake,"Brought a cake for colleague birthday celebration. Staff, Nadia, recommend October special Red Velvet to support Pink October Breast Cancer Awareness. Thanks to Nadia for good recommendation, we all enjoy the delicious cake and at the same time do charity. Keeps up the good work in community service and awareness. ",5,2017-12-01,Lemon Garden 2GO
AashishIndiaIndia,“Outstanding.”," Food was outstanding in taste and presentation. Service was great, the Wine menu is super and we enjoyed our evening.",4,2015-03-24,Lafite
"SphingxKuala Lumpur, Malaysia","A lot of style, but very little substance. Left the place hungry.","Several people raved about this place. After going there, I do not understand why.The pros:The service from the waiter is some of the best I've ever encountered in a KL restaurant, even in some of the top hotels. It's friendly, attentive, non-snobbish. Downright fantastic.The cons:The food. Don't get me wrong. The food is not bad. It's not fantastic either, it's just kind of slightly above average with a lot of frills to shill it as something extraordinary. They have a very fancy menu with reams of superlative information describing the food. Did you know that you can make any food sound fancy by adding the place of origin before the item itself? For example (this is not the exact item on the menu, just a demonstration of the style): Pan-seared Hokkaido scallops in Irish cream sauce, or Australian fillet mignion, served with Chilean asparagus or Tuscan rabbit or something (yes that was sarcasm). All these only serve to make the food sound more impressive than it is. There is even this really expensive dessert called 'And Ode to Newton' which has its own special card describing how it's anti-gravity and avant garde and all that, but basically is a scoop of ice cream on a wafer of flavoured ice on a glass of ginger beer. All for the bargain price of RM 25+This would not be such a bad thing if the portions were so minuscule for how much they charge you (RM 50-80 for a main). You order saddle of rabbit and you get one tiny little piece barely bigger a 50 sen coin. The duck breast was supposedly served with mash but what you actually get is a little dollop that looks like it had been served with a teaspoon.I don't mind paying for quality, but when a place is hyped but turns out to be so much style, and so little substance, it's really underwhelming. And honestly, if you paid 1k for one meal for a party of 5, I would have expected everyone NOT to leave the place hungry. The only way I'd ever recommend this restaurant to anyone if they and their wallet want a bit of weight loss, and if you enjoy the ambience and the prestige of having that kind of money to burn, I suppose.",3,2014-12-07,Bistro a Table
