Author,Title,Review,Rating,Dates,Restaurant
MarioCavaradossiNew York,Good Spot for a Relaxing Dinner,"We landed here ""on the rebound"" as we neglected to make a reservation at our target restaurant (for a Wednesday night). They were not that busy and we were able to get a table. We ordered:rigatoni carbonararisotto con radicchio, gorgonzola e noci in crosta di parmigianoossobuco al vino rossoinsalata mistaThe dishes were all quite tasty but there were a few misfires: We like pasta al dente but the rigatoni was close to being crunchy. On the other hand, the ossobuco tended to be a bit chewy and probably needed more cooking.The wine list is extensive and reasonably priced. We ordered a bottle of Paternoster Synthesi 2017. It was quite good.After dinner, they provided glasses of complimentary homemade limoncello. A very nice touch.A pleasant dinner overall.Service was friendly and attentive.",4,2024-03-09,Il Panzotto
Travelling99650,Very good typical italian food,"Wochenende had the imperial food plate and paninis. It was very delicious. So, this restaurant is very recommend! 5/5",5,2020-02-10,Il Tagliere Toscano Navona
"Jason AHeighington, United Kingdom",Huge disappointment,"After booking over a month ago for our last night in Rome, we arrived to a lovely Italian rustic restaurant which was starting to get busy, we were taken to side room with no one in away from the main restaurant. I asked for us to seated in the main room but were declined saying “only reservations???” We had made a reservation !!! We sat in this side room all night on our own .. why ? We ordered our starters and mains and waited over 30 minutes, my wife ordered a rigatoni with mozzarella and tomato and then had to pick the meat out as it didn't say it came with meat. My rigatoni had three huge bones in it which put me off completely, my son enjoyed his carbonara Our water and wine glasses became empty and I had track down the waitress who could not understand we wanted more drinks - all our glasses were empty. I could not speak Italian and she could not speak a word of English but not understanding we wanted more drinks when we showed her all our empty glasses?? She went and got the other waiter who sorted us out. After waiting over another 30 minutes, my steak arrived, greasy, fatty and not rested but was seasoned nicely, the salad was not dressed either. My potato, pecorino and pepper side order never even arrivedAt no point throughout the meal were we asked how the meal wasWe were so fed up my wife walked into the restaurant asking for the bill as again we had just been forgotten As we left a table of 12 arrived in the small room we were put in - why were put there ? As we left the main restaurant was half empty. We sat in silence and on our own all evening where we could have been in the main restaurant in the lovely atmosphereWe left to see the owner in the picture on the website on his mobile. Perhaps he needs to get back in his restaurant and look after his customers !! Really disappointing Sad end to a lovely week in Rome",2,2019-09-14,Osteria Fratelli Mori
Pioneer55062186841,The best restaurant in Trastevere!,The best! My favourite restaurant in Trastevere! The food and the service was excellent! Made my trip!,5,2023-07-07,Enoteca Trastevere
dannyddddd62,Unbelievable,"Everything was perfect. Service, Food, Drinks and Experience.

Cheese fondue was great fun, the steak with truffles was delicious. 

Best meal I have had in years and the free lemoncello",5,2019-04-12,Taverna Lucifero
rliuk1992,Delicious food and great service.,At present it's hard to find a good place like this in Rome. It is absolutely one of the best restaurants I've ever eaten. 10/10 in quality and 10/10 in service. PORTOBELLO IS A MUST 110% WORTHY!!,5,2018-12-09,Ristorante Portobello
Reynirorn,Do not recommend,"The service is poor, the waiter is in a hurry and the food is not good at all. We didn't finish the food and let the waiter know but it didn't seem to matter to him",1,2022-10-22,Su & Giu Cucina Romana
AlexandreT2108,Simply amazing ,Absolutamente amazing food and very good host! By far the best gnocchi carbonara I've ever had. Each bite was a piece of heaven!I was also offered a very good bit of cheese to start with and chocolate to finish... And the price was very cheap for Rome! Highly recommend it!,5,2023-05-19,Masto
lukedI2483PR,Felt unwelcome,The food was fine. However the service was borderline hostile. I couldn't bring myself not to tip (because that's how I was brought up) but I really wish I hadn't. It wasn't deserved.,1,2023-08-05,La Fraschetta di Castel Sant'Angelo
samir a,Should be Michelin starred no questions asked,We spent 10 days in italy traveling thru Puglia and Rome and Antico Arco was the best meal we had all trip. Every dish was incredible. If anything the portion sizes were too big. 1000% coming back here.,5,2022-09-14,Antico Arco
venta1973,Mr Evaldas,We visited this restaurant on Friday whose food surprised us was very delicious also staff was brilliant. I can say that it is really worth a visiting and enjoying the delicious Italian food.,5,2022-04-24,Prosciutteria Alcolica
"nikosdoAmsterdam, The Netherlands",Excellent traditional Italian food and great service,"We visited Trattoria Valentino twice. We had pasta (of course!) with orange and beacon, with broccoli, carbonara and ala amartistiana. Everything was excellent and we enjoyed the food, the atmosphere and the tiramisu at the end. The prices were very reasonable and the service excellent! Andreas was everywhere! Bravo! Next time we go to Rome we will definitely visit it.Bravo to the owner, the chef and tge staff!",5,2019-02-28,Trattoria Valentino
CMHOHIO1,Perfect for post-Vatican dinner,Food was excellent - grilled octopus was delicious and the carbonara and gnocchi were done to perfection. The service was excellent and not overbearing. Would come here again without a doubt!,5,2023-01-12,Ristorante Arlù
lms811,Delicious & beautiful,"We showed up at the opening time of 6pm and got a seat, we'd recommend doing this as the place fills up pretty quickly!And that for good reason: The food is delicious and the atmostphere is great. We also received flawless, swift and friendly service from Cristopher. Great vibe generally from this young team!We'll be back soon <3",5,2024-02-24,Otello
SamuelJ1962,Poor cuisine and poor service,"Food was not impressive: sformato di melanzane just ok, saltimboca really salty. Service was poor: served the food before the wine, and had to ask and wait for the wine. Wanted to order desert, but waited 20’ after finishing the mains, trying to attract the attention of the waiters, until we gives up and asked for the bill. Only then they came to offer us desert and cafe. Definitely won’t come back",2,2023-07-25,Contrario - Vineria Con Cucina
MarykatesmomNEPA,Very Roman pizza and interesting local flavor,The best pizza we had in Rome. Our tour guide took us there and we had a fabulous sampling with some of the freshest most interesting pizza. Every single slice was delicious and watching slice the pizza was just so interesting. It was part of our local experiences in Rome. The gentleman working the stand was very friendly and interesting to talk to. Would definitely go again.,5,2023-04-06,CasaManco
Traveler50034438950,Amazing service!!,"Perfect food great price, arrived late but they were happy to fit us in. 
Staff very welcoming 
Alex 
Daniel the be waiter on the street

Wine was ",5,2024-01-16,Pasta e Vino - Torre Argentina
Liza W,Easy & Delicious,"We went without a resservation around 7:45 on a Saturday night and only waited about 15 minutes for a table. The service was friendly and attentive, and the food was amazing!",5,2024-03-02,saltimbocca
"Matthew AAustin, United States",Lost Michelin star tonight,"The pressure, stress, and hard work it takes to earn and more importantly maintain 1-3 Michelin stars at a restaurant, is nothing short of extraordinary. While I appreciate, understand, and empathize with the workers of these restaurants (have worked at incredible restaurants myself and have trained with 3 star Michelin chefs), I can't begin to say how frustrating my experience tonight at La Terrazza was.First, I will tell you the food, service, presentation, and overall experience during my entire meal was incredible and I can clearly see why La Terrazza earned the Michelin star they have. I wish I had written down the name of my server at the restaurant, because he was amazing and exemplified what the service we would all expect at a restaurant that has a Michelin star. That being said, let me tell you about my experience with the host of the restaurant.I booked a dinner with my new fiance to celebrate her birthday - two incredibly exciting and joyous events wrapped into one fine dining experience. I emailed the restaurant ahead of time (communicated with Daria at the restaurant) to secure a window seat at the restaurant to enjoy and experience all that is beautiful with their absolutely incredible view of the city of Rome. When I arrived the host seated us at the back of the restaurant. When I let the host know the restaurant had graciously emailed me ahead of time and confirmed a window seat (so I could surprise my fiance on her birthday), he told me I was wrong and they were full. I let him know the restaurant emailed me and secured a window seat (with a signed letter for their cancellation policy and a credit card confirmation) in advance. He then went ahead and printed out half our email exchange and brought it to the table I was sitting at with my fiance and tried to call me a liar for saying the restaurant told me I had a window seat. I then showed him the email where the restaurant said I had a guaranteed window seat, he then turned to the second page of his print out and said ok and escorted us across the restaurant to the corner and seated us near the window.This was incredibly frustrating to have my honesty and integrity called out by the host, with partial print outs of an email exchange - like, that is so crazy. I tried to enjoy the rest of my meal (that we paid over $600 for) and then at the end, he came to my table and said, ""Please pay your bill now, we have other people waiting for this table.""While the food, our server, and most of the overall experience were fantastic, the host experience made me never want to eat at La Terrazza ever again. What an ungrateful jerk! Great chefs and restaurants know that it is us, the customers, that make their restaurants successful - and there should be mutual respect between us both.",4,2018-09-08,La Terrazza
